Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-102264,Blockchain Developer,Finance,Japan,Bachelor,22,0.05,0.82,Hybrid,63263,"Kubernetes, SQL, Azure",Medium,44,56,Startup,High,3.68,Yes,2.33,Declining
AIJ-102265,IoT Specialist,Retail,Japan,Master,11,0.74,0.7,Hybrid,171717,"Data Visualization, TensorFlow, Prompt Engineering, Communication, Project Management",Low,-7,49,Startup,High,2.69,Yes,2.44,Growing
AIJ-102266,Cloud Architect,Energy,Canada,High School,11,0.64,0.71,No,189640,"Azure, Cybersecurity, Deep Learning, Docker, Prompt Engineering",High,21,41,Startup,Low,4.09,Yes,3.35,Declining
AIJ-102267,AI Engineer,Finance,UAE,High School,8,0.56,0.7,No,71111,"SQL, Project Management, Machine Learning, Prompt Engineering, Deep Learning",Medium,24,32,Startup,High,4.86,Yes,2.89,Declining
AIJ-102268,AI Engineer,Government,UK,PhD,5,0.49,0.66,Hybrid,41252,"Leadership, Docker, Project Management, Communication, Excel",High,15,41,Enterprise,High,4.52,No,3.63,Declining
AIJ-102269,IoT Specialist,Retail,Germany,Master,14,0.46,0.22,No,179381,"Kubernetes, Python, Excel",High,-1,51,Enterprise,Low,2.99,No,4.49,Stable
AIJ-102270,Cloud Architect,Manufacturing,Singapore,High School,4,0.79,0.78,Yes,30376,"Kubernetes, Communication, PyTorch",Medium,44,34,Medium,High,2.56,No,4.14,Growing
AIJ-102271,Blockchain Developer,Finance,India,Master,24,0.15,0.75,No,133060,"Python, Cybersecurity, Excel",Low,29,60,Medium,Moderate,4.07,Yes,4.35,Growing
AIJ-102272,Blockchain Developer,Finance,Singapore,High School,19,0.9,0.62,Yes,117372,"AWS, Project Management, Azure, Prompt Engineering, Cloud Computing, Python",High,-7,31,Enterprise,High,4.49,Yes,2.07,Stable
AIJ-102273,Software Developer,Finance,Germany,High School,10,0.85,0.31,Hybrid,207722,"Machine Learning, Docker, Python, PyTorch, Cybersecurity",Medium,12,44,Startup,Low,4.95,No,4.97,Growing
AIJ-102274,Financial Analyst,Finance,Pakistan,PhD,17,0.91,0.48,No,123645,"Docker, AWS, TensorFlow, Data Visualization",Medium,24,41,Startup,High,4.87,No,2.07,Growing
AIJ-102275,AI Engineer,Finance,Pakistan,Master,8,0.48,0.38,No,43440,"Docker, Data Visualization, TensorFlow, Cybersecurity, PyTorch, Communication",High,6,40,Startup,Low,2.86,No,1.54,Stable
AIJ-102276,AI Engineer,Manufacturing,Australia,Bachelor,24,0.16,0.75,Yes,127485,"Project Management, Azure, Python, Cybersecurity, PyTorch",Medium,-8,43,Enterprise,Moderate,3.95,Yes,3.09,Growing
AIJ-102277,UX Designer,Finance,UK,High School,21,0.64,0.48,Yes,177809,"Cloud Computing, Prompt Engineering, Azure, PyTorch, AWS, Data Visualization",Low,31,34,Medium,Low,3.85,No,4.39,Stable
AIJ-102278,Blockchain Developer,Transportation,India,Bachelor,12,0.82,0.76,Yes,128940,"Machine Learning, Docker, Python",Medium,24,49,Startup,High,3.56,Yes,2.75,Stable
AIJ-102279,Robotics Engineer,Transportation,Australia,Bachelor,22,0.95,0.36,Hybrid,196688,"PyTorch, Communication, AWS, Cybersecurity",Medium,-5,42,Enterprise,High,2.27,No,4.22,Stable
AIJ-102280,Healthcare Analyst,Finance,Canada,PhD,18,0.22,0.82,Hybrid,138595,"Leadership, Docker, SQL, Communication, Cybersecurity",Low,30,55,Startup,Moderate,2.58,Yes,1.54,Stable
AIJ-102281,Data Engineer,Retail,Pakistan,Master,17,0.32,0.31,No,194683,"Excel, Leadership, AWS",Medium,26,40,Medium,High,4.61,Yes,3.56,Stable
AIJ-102282,Cloud Architect,Media,Germany,Master,18,0.52,0.56,No,84972,"Deep Learning, SQL, AWS",Low,0,53,Startup,High,4.97,No,3.33,Declining
AIJ-102283,Cybersecurity Analyst,Healthcare,Australia,Bachelor,25,0.21,0.47,Hybrid,161056,"Data Visualization, Excel, SQL, Docker",Medium,7,54,Startup,Moderate,2.31,No,3.39,Growing
AIJ-102284,AI Engineer,Finance,Singapore,High School,1,0.23,0.57,No,196185,"Prompt Engineering, Cybersecurity, AWS, Excel, Python, Machine Learning",Low,39,50,Medium,Moderate,2.7,No,2.1,Declining
AIJ-102285,Financial Analyst,Energy,India,High School,22,0.39,0.96,No,94392,"PyTorch, Python, Data Visualization, Leadership, Excel",High,1,48,Enterprise,High,4.83,Yes,4.25,Stable
AIJ-102286,Financial Analyst,Healthcare,UAE,Bachelor,20,0.66,0.96,Yes,89706,"Cloud Computing, Excel, Machine Learning, Cybersecurity",High,14,59,Enterprise,Moderate,2.13,No,3.14,Declining
AIJ-102287,AI Engineer,Manufacturing,Pakistan,Bachelor,1,0.47,0.89,No,97232,"SQL, Cybersecurity, Deep Learning, Data Visualization, Docker, Leadership",Low,-3,37,Enterprise,Low,2.01,No,3.62,Growing
AIJ-102288,Financial Analyst,Energy,Singapore,Bachelor,7,0.29,0.6,No,39374,"AWS, Excel, Data Visualization, Cloud Computing",Medium,12,42,Startup,High,3.11,Yes,3.1,Declining
AIJ-102289,Financial Analyst,Manufacturing,UAE,Bachelor,6,0.4,0.64,Hybrid,41480,"Prompt Engineering, Azure, Project Management, Communication, TensorFlow",Low,19,49,Enterprise,Low,3.22,No,1.0,Growing
AIJ-102290,Data Scientist,Manufacturing,Australia,PhD,11,0.07,0.56,No,112479,"Python, Project Management, Communication, Deep Learning, Data Visualization",High,28,54,Enterprise,High,4.9,Yes,3.58,Stable
AIJ-102291,AI Engineer,Energy,Germany,High School,18,0.21,0.4,Yes,34756,"AWS, Cybersecurity, Data Visualization, Cloud Computing, Machine Learning, Docker",Low,42,43,Enterprise,Moderate,4.51,Yes,3.96,Declining
AIJ-102292,Software Developer,Technology,UK,PhD,3,0.77,0.87,Yes,218413,"Deep Learning, Leadership, Machine Learning, TensorFlow, Docker, Azure",Low,3,35,Enterprise,Moderate,4.04,Yes,2.08,Growing
AIJ-102293,Machine Learning Engineer,Retail,Germany,High School,4,0.18,0.78,Yes,70946,"Project Management, Leadership, Kubernetes, Machine Learning",High,-2,54,Enterprise,Low,2.05,Yes,1.76,Stable
AIJ-102294,IoT Specialist,Government,Canada,Bachelor,10,0.26,0.25,Yes,183629,"Kubernetes, Data Visualization, Communication, Leadership",Low,28,40,Medium,Low,3.91,No,4.99,Declining
AIJ-102295,Teacher,Transportation,UAE,Master,6,0.77,0.43,No,170864,"Docker, Communication, PyTorch, Excel, Deep Learning",Low,7,30,Enterprise,Low,2.0,No,1.16,Declining
AIJ-102296,Healthcare Analyst,Energy,UAE,Bachelor,13,0.9,0.92,Yes,219089,"Deep Learning, Kubernetes, TensorFlow, Python, Machine Learning, Docker",Medium,37,59,Startup,Moderate,2.56,Yes,2.17,Growing
AIJ-102297,Software Developer,Healthcare,India,PhD,5,0.21,0.44,Hybrid,161714,"Azure, Kubernetes, Prompt Engineering, Communication, Excel, PyTorch",Low,0,35,Startup,High,4.56,Yes,3.09,Declining
AIJ-102298,Prompt Engineer,Finance,UAE,High School,24,0.2,0.47,Hybrid,37326,"Docker, Leadership, Data Visualization, Excel",High,8,59,Startup,High,4.06,No,2.2,Declining
AIJ-102299,Data Scientist,Media,Japan,Bachelor,18,0.28,0.49,Hybrid,146070,"Leadership, Data Visualization, Docker, Project Management, Machine Learning",Low,45,52,Enterprise,Moderate,2.1,No,4.64,Growing
AIJ-102300,Data Engineer,Education,Germany,PhD,16,0.37,0.36,Hybrid,119654,"Prompt Engineering, Azure, Communication, SQL",High,13,55,Enterprise,Low,4.19,Yes,2.36,Declining
AIJ-102301,Financial Analyst,Transportation,UK,Bachelor,5,0.1,0.75,Hybrid,78540,"Leadership, AWS, Excel, Project Management, Data Visualization",High,33,36,Startup,Low,3.45,No,4.5,Declining
AIJ-102302,Machine Learning Engineer,Government,Canada,Master,17,0.31,0.77,Yes,121771,"Project Management, Docker, Kubernetes, Prompt Engineering, Leadership, Deep Learning",High,13,60,Enterprise,Moderate,4.61,Yes,3.22,Stable
AIJ-102303,Financial Analyst,Retail,Canada,High School,23,0.21,0.85,Hybrid,207599,"Cybersecurity, Azure, Python, Excel",Low,38,57,Medium,Moderate,4.22,Yes,3.61,Declining
AIJ-102304,HR Specialist,Retail,USA,Master,18,0.86,0.6,No,199702,"PyTorch, Kubernetes, Azure, Prompt Engineering",Medium,20,31,Startup,Low,3.27,No,1.68,Stable
AIJ-102305,Software Developer,Energy,Canada,Master,7,0.29,0.77,No,88961,"Prompt Engineering, Cybersecurity, Python, Kubernetes, Data Visualization",Low,34,51,Startup,Moderate,2.21,Yes,4.56,Growing
AIJ-102306,Data Engineer,Education,USA,Master,7,0.35,0.87,Hybrid,137809,"Prompt Engineering, Cloud Computing, SQL, Project Management, AWS",Low,37,35,Startup,Moderate,2.49,No,2.1,Stable
AIJ-102307,Robotics Engineer,Finance,Singapore,PhD,20,0.64,0.73,Yes,106145,"Azure, Kubernetes, SQL, Prompt Engineering, Deep Learning",Low,19,51,Enterprise,Low,3.38,Yes,3.94,Growing
AIJ-102308,Product Manager,Technology,Pakistan,PhD,19,0.31,0.86,Hybrid,106020,"SQL, Cloud Computing, Cybersecurity",Medium,-2,33,Startup,High,3.53,No,3.87,Growing
AIJ-102309,AI Engineer,Transportation,UK,Bachelor,22,0.58,0.85,Yes,202462,"Python, Communication, Docker",High,43,55,Medium,High,2.52,Yes,2.13,Growing
AIJ-102310,AI Engineer,Transportation,USA,Master,21,0.85,0.27,Yes,49237,"Python, PyTorch, Project Management, Kubernetes",Low,-9,55,Medium,Moderate,4.36,Yes,1.35,Growing
AIJ-102311,Cloud Architect,Retail,Canada,Master,16,0.74,0.55,Yes,123775,"Kubernetes, Leadership, SQL, Prompt Engineering, Azure, Python",Medium,-6,40,Medium,Low,3.7,Yes,2.06,Declining
AIJ-102312,Healthcare Analyst,Healthcare,Canada,High School,22,0.26,0.51,No,57451,"AWS, SQL, Cybersecurity, Docker, Data Visualization, TensorFlow",Low,45,53,Medium,Low,2.77,No,3.47,Stable
AIJ-102313,Data Scientist,Retail,UAE,Bachelor,10,0.63,0.53,No,115358,"SQL, TensorFlow, Cloud Computing",Low,-3,57,Enterprise,Low,3.49,No,4.59,Declining
AIJ-102314,Healthcare Analyst,Finance,India,High School,17,0.71,0.63,Hybrid,110263,"Python, Azure, Cybersecurity, Data Visualization",Medium,36,55,Startup,High,3.83,Yes,2.27,Declining
AIJ-102315,Teacher,Government,Germany,High School,18,0.06,0.94,Yes,201674,"PyTorch, SQL, Cloud Computing, Leadership",High,43,38,Startup,Low,4.43,Yes,1.66,Growing
AIJ-102316,Healthcare Analyst,Government,India,Bachelor,25,0.82,0.44,No,50152,"Cloud Computing, Cybersecurity, Data Visualization, Communication, Azure, Deep Learning",Medium,30,36,Medium,High,2.99,Yes,1.59,Stable
AIJ-102317,DevOps Engineer,Retail,Singapore,High School,2,0.44,0.67,Yes,133209,"Data Visualization, AWS, Deep Learning, Communication, Excel",Medium,-6,60,Startup,High,3.92,Yes,3.8,Stable
AIJ-102318,Product Manager,Education,Australia,PhD,14,0.43,0.57,Hybrid,191881,"Communication, Prompt Engineering, Python, Excel",Low,-10,45,Startup,High,4.07,Yes,2.01,Declining
AIJ-102319,Blockchain Developer,Government,UK,High School,17,0.72,0.28,Yes,123183,"Excel, Machine Learning, Deep Learning, Cloud Computing",High,5,55,Medium,Moderate,2.25,No,3.57,Declining
AIJ-102320,Prompt Engineer,Technology,Singapore,PhD,18,0.71,0.74,No,129970,"Azure, Cybersecurity, Leadership",Low,-5,57,Startup,High,2.81,Yes,3.5,Growing
AIJ-102321,DevOps Engineer,Education,Germany,Bachelor,18,0.73,0.22,Hybrid,168577,"AWS, TensorFlow, Kubernetes, Cloud Computing",High,12,31,Medium,Moderate,4.11,No,2.71,Growing
AIJ-102322,Teacher,Technology,Singapore,Bachelor,1,0.36,0.93,No,207937,"Excel, Python, Docker, Leadership, AWS",High,29,35,Medium,Low,4.08,Yes,2.41,Stable
AIJ-102323,UX Designer,Education,Australia,High School,12,0.31,0.25,Yes,63240,"Project Management, Kubernetes, Machine Learning, Docker, Azure, Excel",Medium,-10,52,Startup,High,3.91,Yes,2.76,Declining
AIJ-102324,IoT Specialist,Media,India,High School,7,0.6,0.62,Yes,138280,"Docker, Cloud Computing, Project Management",Low,18,44,Medium,High,4.5,Yes,4.9,Stable
AIJ-102325,Healthcare Analyst,Education,Canada,Master,14,0.76,0.42,No,159422,"Azure, Leadership, Excel, Python, AWS, Docker",High,32,57,Startup,Low,3.86,Yes,3.86,Declining
AIJ-102326,Prompt Engineer,Transportation,Pakistan,Bachelor,24,0.31,0.54,No,124389,"SQL, Prompt Engineering, Kubernetes, Cloud Computing, Docker, Deep Learning",Low,10,37,Medium,High,4.1,No,2.14,Growing
AIJ-102327,Data Scientist,Education,UAE,High School,0,0.1,0.63,Yes,217487,"AWS, Python, Cloud Computing, Machine Learning",Low,5,50,Startup,Low,3.51,Yes,2.03,Declining
AIJ-102328,Cloud Architect,Energy,Australia,High School,18,0.52,0.84,Yes,122680,"Python, Kubernetes, Azure, Data Visualization, Deep Learning, Excel",Medium,15,38,Medium,Moderate,4.69,Yes,2.12,Growing
AIJ-102329,Blockchain Developer,Finance,Australia,High School,0,0.16,0.33,No,152221,"TensorFlow, Machine Learning, PyTorch, Leadership, Docker",Medium,39,50,Startup,Low,4.17,Yes,3.98,Declining
AIJ-102330,Healthcare Analyst,Energy,Singapore,PhD,8,0.86,0.76,Hybrid,184075,"PyTorch, Excel, Leadership, Project Management, Machine Learning",High,3,57,Startup,High,3.75,No,2.41,Growing
AIJ-102331,DevOps Engineer,Healthcare,India,Master,8,0.26,0.43,Yes,145577,"Kubernetes, SQL, Data Visualization",High,35,57,Startup,High,4.03,No,4.62,Stable
AIJ-102332,Teacher,Retail,UAE,PhD,24,0.44,0.38,Yes,152642,"SQL, Docker, Leadership",Low,23,52,Startup,High,2.76,Yes,1.05,Stable
AIJ-102333,Cybersecurity Analyst,Manufacturing,Canada,Bachelor,3,0.23,0.52,No,202617,"AWS, Leadership, Data Visualization, PyTorch",Medium,15,53,Startup,High,4.79,No,1.18,Declining
AIJ-102334,DevOps Engineer,Manufacturing,Singapore,Bachelor,24,0.69,0.3,Hybrid,126867,"PyTorch, Leadership, Azure, Communication, Docker, Machine Learning",Low,25,56,Medium,Moderate,4.11,Yes,3.51,Stable
AIJ-102335,UX Designer,Energy,Australia,High School,16,0.55,0.35,Yes,82032,"Leadership, Python, Deep Learning, Azure, Project Management",Medium,8,49,Enterprise,Moderate,4.99,Yes,3.42,Stable
AIJ-102336,IoT Specialist,Technology,UAE,High School,19,0.36,0.94,Yes,35808,"Deep Learning, Data Visualization, Kubernetes, PyTorch, SQL",Medium,35,46,Enterprise,Moderate,3.55,Yes,1.3,Declining
AIJ-102337,UX Designer,Manufacturing,India,High School,16,0.21,0.62,Yes,188046,"Deep Learning, Communication, Leadership, SQL",Low,39,45,Enterprise,High,2.32,No,4.01,Growing
AIJ-102338,AI Engineer,Education,Japan,Master,21,0.87,0.38,Yes,64833,"Cybersecurity, Excel, Python, Deep Learning, TensorFlow",High,35,55,Startup,Moderate,3.53,No,2.79,Stable
AIJ-102339,Prompt Engineer,Technology,Germany,PhD,14,0.34,0.83,Yes,196994,"Python, SQL, Leadership, Cloud Computing, Excel",Low,14,32,Medium,Low,4.92,No,2.12,Stable
AIJ-102340,Cybersecurity Analyst,Retail,Singapore,Bachelor,22,0.6,0.55,No,215803,"PyTorch, Deep Learning, Cybersecurity",High,5,43,Medium,High,3.03,No,3.11,Growing
AIJ-102341,Data Scientist,Healthcare,UAE,Master,24,0.4,0.41,Yes,132502,"Excel, AWS, Docker, Cloud Computing, Python, TensorFlow",High,14,39,Startup,High,2.18,Yes,2.31,Growing
AIJ-102342,IoT Specialist,Transportation,UAE,PhD,10,0.52,0.69,No,175977,"Leadership, PyTorch, Cybersecurity, Deep Learning",Low,-2,37,Medium,Moderate,4.29,No,2.38,Declining
AIJ-102343,DevOps Engineer,Manufacturing,UK,Bachelor,21,0.2,0.85,No,199048,"Communication, Python, Cybersecurity, Kubernetes, Leadership, TensorFlow",Medium,13,42,Startup,Moderate,3.11,No,2.36,Stable
AIJ-102344,Healthcare Analyst,Education,Australia,Master,20,0.59,0.49,Yes,123855,"Deep Learning, Project Management, Kubernetes",Low,33,31,Enterprise,Moderate,3.31,No,2.03,Stable
AIJ-102345,Data Engineer,Transportation,Australia,Bachelor,14,0.69,0.96,Yes,47842,"TensorFlow, Excel, Prompt Engineering, Project Management, Leadership, Kubernetes",Medium,44,37,Enterprise,High,2.99,Yes,4.46,Growing
AIJ-102346,HR Specialist,Government,UAE,Bachelor,17,0.75,0.38,No,64459,"Machine Learning, Excel, Deep Learning, Cybersecurity, Leadership, PyTorch",Medium,7,57,Startup,Moderate,2.18,No,4.28,Growing
AIJ-102347,Data Engineer,Government,USA,PhD,12,0.68,0.9,Yes,192555,"Project Management, PyTorch, TensorFlow",Medium,32,35,Medium,Low,2.92,No,1.41,Stable
AIJ-102348,Prompt Engineer,Finance,Canada,PhD,6,0.13,0.9,No,62137,"Kubernetes, Azure, Prompt Engineering, Deep Learning, TensorFlow, Communication",Medium,44,32,Startup,High,3.58,No,1.79,Stable
AIJ-102349,Cloud Architect,Energy,UK,Master,23,0.41,0.53,Hybrid,218304,"Prompt Engineering, Machine Learning, Cloud Computing",High,15,49,Enterprise,High,3.57,No,2.92,Stable
AIJ-102350,Machine Learning Engineer,Finance,India,PhD,12,0.33,0.65,Hybrid,194933,"Machine Learning, Docker, Cybersecurity, Kubernetes",High,17,44,Startup,High,3.37,No,4.37,Declining
AIJ-102351,Machine Learning Engineer,Education,Pakistan,Bachelor,19,0.35,0.62,Hybrid,211365,"Docker, Excel, Azure, Project Management, Machine Learning",Low,-9,55,Enterprise,Low,2.88,Yes,1.89,Stable
AIJ-102352,Cybersecurity Analyst,Manufacturing,Pakistan,Bachelor,5,0.95,0.58,Yes,55135,"Communication, Leadership, Kubernetes, Machine Learning",High,-3,56,Enterprise,Moderate,2.25,Yes,4.13,Declining
AIJ-102353,Business Analyst,Healthcare,Australia,Master,10,0.93,0.68,Yes,60662,"Python, PyTorch, Azure, Deep Learning, Leadership, Prompt Engineering",High,2,36,Medium,Moderate,2.48,No,4.95,Declining
AIJ-102354,Robotics Engineer,Energy,UAE,Master,24,0.13,0.28,Hybrid,118420,"Deep Learning, Kubernetes, Data Visualization, PyTorch, Excel",Low,8,48,Enterprise,High,3.82,No,2.88,Declining
AIJ-102355,Financial Analyst,Media,Germany,Bachelor,1,0.44,0.72,Yes,63016,"AWS, Python, Excel",Medium,41,59,Startup,Moderate,2.92,No,4.22,Declining
AIJ-102356,Robotics Engineer,Retail,Japan,High School,0,0.26,0.7,Hybrid,108721,"AWS, Docker, Deep Learning, Prompt Engineering, Communication, Azure",Medium,2,54,Startup,Moderate,4.58,Yes,3.26,Growing
AIJ-102357,Software Developer,Government,Japan,Bachelor,24,0.18,0.98,Yes,107208,"TensorFlow, Python, Communication",Low,29,56,Startup,Moderate,3.34,Yes,3.57,Growing
AIJ-102358,Product Manager,Transportation,UK,High School,3,0.1,0.66,Yes,84276,"SQL, PyTorch, AWS, Communication, Machine Learning",Low,3,46,Startup,High,3.78,Yes,3.35,Growing
AIJ-102359,Financial Analyst,Government,Pakistan,Master,15,0.75,0.95,No,207619,"Cloud Computing, Excel, Python",Low,17,47,Startup,High,3.88,No,3.05,Declining
AIJ-102360,UX Designer,Energy,Singapore,High School,2,0.83,0.46,Hybrid,212710,"Project Management, Python, Docker",Low,-3,56,Medium,Low,4.75,No,1.0,Stable
AIJ-102361,HR Specialist,Manufacturing,Japan,Bachelor,18,0.16,0.98,Yes,99747,"Communication, Prompt Engineering, Data Visualization, SQL, Excel, Azure",High,20,49,Enterprise,Low,3.79,Yes,3.41,Declining
AIJ-102362,HR Specialist,Finance,USA,Master,18,0.63,0.45,No,213332,"TensorFlow, Project Management, Machine Learning, Deep Learning",High,30,36,Medium,Low,4.7,Yes,4.56,Declining
AIJ-102363,DevOps Engineer,Technology,Japan,PhD,9,0.85,0.85,Yes,86803,"Docker, Python, Cloud Computing, TensorFlow, SQL, Data Visualization",High,9,41,Enterprise,Low,3.97,No,1.83,Declining
AIJ-102364,Data Scientist,Manufacturing,Germany,Bachelor,25,0.38,0.46,No,195336,"PyTorch, SQL, Cloud Computing",Medium,37,35,Medium,High,4.97,Yes,4.46,Stable
AIJ-102365,Prompt Engineer,Government,Germany,Bachelor,22,0.35,0.48,No,55498,"SQL, Communication, PyTorch, Cybersecurity, Docker, Excel",Low,43,40,Enterprise,Moderate,4.27,No,1.4,Growing
AIJ-102366,Cybersecurity Analyst,Energy,Australia,PhD,14,0.05,0.61,Hybrid,181823,"Excel, Prompt Engineering, Cloud Computing, Leadership",Low,29,57,Enterprise,Moderate,2.47,No,3.71,Stable
AIJ-102367,Product Manager,Government,UK,Master,24,0.18,0.21,Hybrid,164945,"Communication, Prompt Engineering, Kubernetes",High,10,45,Enterprise,Low,3.83,Yes,1.77,Declining
AIJ-102368,Data Engineer,Energy,Japan,Master,16,0.12,0.24,No,174645,"Azure, AWS, Prompt Engineering, TensorFlow",Low,34,31,Medium,Moderate,3.56,Yes,4.22,Stable
AIJ-102369,Data Engineer,Healthcare,Germany,PhD,2,0.06,0.25,No,48847,"Excel, Cloud Computing, Communication",Low,-10,31,Medium,High,4.46,No,3.91,Declining
AIJ-102370,Healthcare Analyst,Finance,Pakistan,Master,7,0.84,0.66,Hybrid,207834,"Prompt Engineering, Communication, Cloud Computing, Python",High,14,34,Medium,Moderate,3.29,No,2.08,Declining
AIJ-102371,UX Designer,Healthcare,UAE,PhD,3,0.17,0.46,Yes,184353,"SQL, Machine Learning, Kubernetes, Project Management, Cloud Computing, Leadership",Low,44,39,Enterprise,Low,2.47,Yes,3.4,Growing
AIJ-102372,HR Specialist,Retail,Singapore,High School,22,0.4,0.82,Hybrid,217263,"Cybersecurity, PyTorch, Machine Learning, AWS, SQL",Low,-10,32,Startup,Low,4.13,Yes,4.91,Declining
AIJ-102373,Blockchain Developer,Education,UK,Bachelor,17,0.35,0.49,Hybrid,132287,"PyTorch, Azure, TensorFlow",High,41,36,Medium,High,2.92,No,1.96,Stable
AIJ-102374,Business Analyst,Media,Japan,High School,10,0.65,0.71,Hybrid,112256,"Data Visualization, Kubernetes, Python, Excel, Deep Learning, Cybersecurity",High,13,30,Enterprise,High,4.91,Yes,3.1,Declining
AIJ-102375,Product Manager,Transportation,UK,PhD,9,0.49,0.27,Yes,213538,"Kubernetes, Deep Learning, TensorFlow, Machine Learning, Data Visualization, Docker",Low,43,60,Medium,High,2.24,No,3.96,Growing
AIJ-102376,Financial Analyst,Finance,Japan,PhD,8,0.13,0.45,Yes,123661,"Excel, Leadership, Docker",High,10,34,Startup,Low,3.45,Yes,3.21,Declining
AIJ-102377,Teacher,Healthcare,UAE,Bachelor,12,0.1,0.33,No,70610,"Docker, AWS, Data Visualization, Project Management, Communication",Low,31,50,Startup,High,2.79,Yes,2.25,Stable
AIJ-102378,Financial Analyst,Education,USA,Bachelor,1,0.91,0.88,Yes,65962,"Docker, Cloud Computing, Deep Learning, SQL, Cybersecurity, Data Visualization",Medium,44,32,Startup,Low,2.05,Yes,1.84,Stable
AIJ-102379,Data Scientist,Manufacturing,Pakistan,Bachelor,23,0.47,0.58,Yes,207704,"Project Management, Kubernetes, Data Visualization, SQL, Cybersecurity, Cloud Computing",Medium,20,30,Enterprise,Low,3.28,No,3.25,Stable
AIJ-102380,Cybersecurity Analyst,Healthcare,Germany,Master,0,0.58,0.71,No,110142,"Docker, Azure, Data Visualization, AWS, Prompt Engineering, Leadership",High,17,55,Medium,High,3.87,No,1.67,Stable
AIJ-102381,Robotics Engineer,Transportation,Pakistan,High School,21,0.45,0.92,No,191469,"Prompt Engineering, Kubernetes, PyTorch, Communication, Python, AWS",High,1,34,Startup,Low,2.2,No,4.26,Declining
AIJ-102382,Software Developer,Education,Singapore,High School,25,0.7,0.39,No,218150,"Cybersecurity, Kubernetes, Excel, Azure, Project Management",Low,3,33,Medium,Low,3.29,No,3.95,Growing
AIJ-102383,HR Specialist,Manufacturing,Canada,High School,3,0.49,0.29,No,168163,"Project Management, Kubernetes, PyTorch, Docker, Deep Learning, Python",Medium,24,58,Medium,Low,2.72,Yes,4.65,Stable
AIJ-102384,Business Analyst,Energy,UK,Master,10,0.06,0.52,Hybrid,64138,"Leadership, Excel, TensorFlow",High,36,39,Enterprise,Moderate,4.22,Yes,2.78,Stable
AIJ-102385,Blockchain Developer,Healthcare,Canada,PhD,16,0.65,0.48,No,211852,"Kubernetes, AWS, Excel, PyTorch, Python, Communication",High,9,38,Startup,Low,2.47,No,4.3,Growing
AIJ-102386,Prompt Engineer,Energy,USA,Master,9,0.45,0.85,Hybrid,136434,"Data Visualization, Communication, Project Management, Azure, Cloud Computing",Medium,40,53,Medium,Low,2.36,Yes,2.63,Growing
AIJ-102387,DevOps Engineer,Transportation,Singapore,Master,11,0.79,0.57,Hybrid,184172,"AWS, Azure, Deep Learning, Cybersecurity",Low,19,58,Startup,High,4.96,Yes,3.56,Growing
AIJ-102388,Healthcare Analyst,Retail,Pakistan,Master,21,0.34,0.43,No,85999,"Leadership, PyTorch, AWS",High,19,50,Startup,High,3.38,Yes,2.9,Stable
AIJ-102389,Cybersecurity Analyst,Transportation,Germany,High School,24,0.92,0.22,No,35166,"Project Management, Excel, Leadership",Low,-1,45,Startup,Moderate,3.76,Yes,3.55,Growing
AIJ-102390,Machine Learning Engineer,Manufacturing,Canada,PhD,15,0.38,0.47,No,199275,"TensorFlow, Azure, Cybersecurity, AWS, Python",High,24,41,Medium,Moderate,2.47,No,2.23,Declining
AIJ-102391,Machine Learning Engineer,Finance,USA,Master,2,0.72,0.82,Yes,36205,"Prompt Engineering, Azure, Project Management, Machine Learning, Communication",Medium,8,58,Enterprise,Moderate,2.13,Yes,2.5,Declining
AIJ-102392,Digital Marketer,Transportation,UK,Master,1,0.43,0.69,Yes,148335,"Cloud Computing, Communication, Azure",High,5,35,Startup,High,3.72,No,3.88,Growing
AIJ-102393,Prompt Engineer,Government,Australia,High School,21,0.05,0.78,Hybrid,40925,"Data Visualization, SQL, Excel, AWS",Medium,24,46,Medium,Moderate,4.01,Yes,1.87,Stable
AIJ-102394,Data Engineer,Government,Australia,PhD,12,0.77,0.74,Hybrid,38699,"Machine Learning, Cloud Computing, Python, TensorFlow, AWS",Low,9,31,Medium,Low,2.73,Yes,1.39,Stable
AIJ-102395,HR Specialist,Energy,USA,Master,16,0.59,0.57,No,76879,"Azure, Leadership, Cloud Computing",Medium,4,32,Medium,High,4.39,No,4.6,Declining
AIJ-102396,Blockchain Developer,Transportation,UK,Bachelor,4,0.25,0.82,Hybrid,41862,"AWS, SQL, Project Management",Medium,6,49,Enterprise,Moderate,4.74,Yes,3.94,Stable
AIJ-102397,IoT Specialist,Media,UAE,Bachelor,16,0.75,0.98,Hybrid,211129,"Data Visualization, TensorFlow, SQL, AWS, Deep Learning",Low,-3,33,Startup,Low,2.1,No,1.69,Growing
AIJ-102398,Blockchain Developer,Transportation,Pakistan,High School,8,0.88,0.33,No,85148,"Prompt Engineering, Docker, Deep Learning, Data Visualization",High,41,30,Medium,High,2.73,Yes,2.06,Growing
